image,species,individual_id,classes,classes_species,fold,singlet_fold,not_seen,num_images,count
c7875742fac539.jpg,blue_whale,00602383dd7e,17,1,2,2,1,2,2
51d91073056498.jpg,spinner_dolphin,00617ab684fc,18,27,-1,0,0,1,1
74fba3c90c2498.jpg,fin_whale,0065541e92eb,19,10,-1,2,1,1,1
4373135d3dae62.jpg,humpback_whale,0066414a936a,20,14,3,3,1,2,2
da9fa5189757c8.jpg,humpback_whale,0066414a936a,20,14,4,4,1,2,2
f09a5d8c6a62a2.jpg,southern_right_whale,0066d87c63aa,21,26,0,0,1,2,2
30767d197a12e6.jpg,southern_right_whale,0066d87c63aa,21,26,1,1,1,2,2
70984c175f31fa.jpg,kiler_whale,0069386283fa,22,15,4,4,1,4,4
b8a98243b48589.jpg,kiler_whale,0069386283fa,22,15,0,0,1,4,4
8c9a4f6b1aa8e5.jpg,kiler_whale,0069386283fa,22,15,1,1,1,4,4
bad214420504b7.jpg,kiler_whale,0069386283fa,22,15,2,2,1,4,4
241fedb099cec1.jpg,melon_headed_whale,006b2b64d40e,23,18,-1,1,0,1,1
986dc96c1a67fd.jpg,bottlenose_dolphin,006bb1f26f00,24,2,-1,1,0,1,1
030752013b8b58.jpg,killer_whale,0077c59d28ce,25,16,-1,0,0,1,1
d2ca432bc6d2d6.jpg,beluga,0079a7854ab4,26,0,3,3,1,8,8
2f05ca71c0c9ef.jpg,beluga,0079a7854ab4,26,0,4,4,1,8,8
ee2a5c58936cc5.jpg,beluga,0079a7854ab4,26,0,0,0,1,8,8
bdbdb7351e1005.jpg,beluga,0079a7854ab4,26,0,1,1,1,8,8
4f867913ec3951.jpg,beluga,0079a7854ab4,26,0,2,2,1,8,8
eb6a091a968bdc.jpg,beluga,0079a7854ab4,26,0,3,3,1,8,8
2987675dfc2c76.jpg,beluga,0079a7854ab4,26,0,4,4,1,8,8
8eee9f540d5018.jpg,beluga,0079a7854ab4,26,0,0,0,1,8,8
f50dee87f29a02.jpg,blue_whale,008ba6d620ca,27,1,-1,2,1,1,1
5e1a5e35df0e9e.jpg,minke_whale,00910d945043,28,19,2,2,1,4,4
66fffe831c0667.jpg,minke_whale,00910d945043,28,19,3,3,1,4,4
cb17ceebcbdbf3.jpg,minke_whale,00910d945043,28,19,4,4,1,4,4
fc4d5a32794454.jpg,minke_whale,00910d945043,28,19,0,0,1,4,4
17786eb8e82aa4.jpg,fin_whale,0092d9903f41,29,10,3,3,1,2,2
8c91a5d48e3b98.jpg,fin_whale,0092d9903f41,29,10,4,4,1,2,2
8e95116c77a713.jpg,melon_headed_whale,00a5b3b30fae,30,18,-1,3,0,1,1
8297bab7e32265.jpg,blue_whale,00ab2bcefdaf,31,1,4,4,1,4,4
959090773707f3.jpg,blue_whale,00ab2bcefdaf,31,1,0,0,1,4,4
5409484900c299.jpg,blue_whale,00ab2bcefdaf,31,1,1,1,1,4,4
b4d43258923410.jpg,blue_whale,00ab2bcefdaf,31,1,2,2,1,4,4
6830452da560f8.jpg,melon_headed_whale,00ab45b3428a,32,18,-1,1,0,1,1
c4a8374bc024ae.jpg,killer_whale,00bd67fc2ead,33,16,-1,1,1,1,1
8c4d54ac61ad86.jpg,dusky_dolphin,00bea66426f7,34,8,-1,3,1,1,1
800d33ffe0f630.jpg,spinner_dolphin,00bf3e72af0a,35,27,0,0,1,4,4
764dafbd1156de.jpg,spinner_dolphin,00bf3e72af0a,35,27,1,1,1,4,4
ff26233a4a117a.jpg,spinner_dolphin,00bf3e72af0a,35,27,2,2,1,4,4
84427bf10bca9f.jpg,spinner_dolphin,00bf3e72af0a,35,27,3,3,1,4,4
95792f994f5898.jpg,beluga,00c2feba7e03,36,0,0,0,1,9,9
50a12b781c7cad.jpg,beluga,00c2feba7e03,36,0,1,1,1,9,9
90e9d310dde560.jpg,beluga,00c2feba7e03,36,0,2,2,1,9,9
ea421e60fc9198.jpg,beluga,00c2feba7e03,36,0,3,3,1,9,9
f8392c674e63fd.jpg,beluga,00c2feba7e03,36,0,4,4,1,9,9
030bf17f8dbc46.jpg,beluga,00c2feba7e03,36,0,0,0,1,9,9
679526bd36ba38.jpg,beluga,00c2feba7e03,36,0,1,1,1,9,9
0bb388347ef935.jpg,beluga,00c2feba7e03,36,0,2,2,1,9,9
b2f6839f4707aa.jpg,beluga,00c2feba7e03,36,0,3,3,1,9,9
3e53520d834054.jpg,fin_whale,00c4e276405b,37,10,-1,4,0,1,1
9bc083de4bc0bf.jpg,humpback_whale,00c709665f8a,38,14,1,1,1,3,3
4b18d960faac94.jpg,humpback_whale,00c709665f8a,38,14,2,2,1,3,3
5efda88b2c358b.jpg,humpback_whale,00c709665f8a,38,14,3,3,1,3,3
2891684733d296.jpg,spinner_dolphin,00c991d62143,39,27,-1,0,1,1,1
751938faca1da6.jpg,humpback_whale,00ccfc1f8b06,40,14,0,0,1,8,8
b93d5e47bb7268.jpg,humpback_whale,00ccfc1f8b06,40,14,1,1,1,8,8
90bf36f208c660.jpg,humpback_whale,00ccfc1f8b06,40,14,2,2,1,8,8
17d16feb21b03b.jpg,humpback_whale,00ccfc1f8b06,40,14,3,3,1,8,8
d2223f21b5474c.jpg,humpback_whale,00ccfc1f8b06,40,14,4,4,1,8,8
e2ae150525bbe8.jpg,humpback_whale,00ccfc1f8b06,40,14,0,0,1,8,8
f7da056069ece3.jpg,humpback_whale,00ccfc1f8b06,40,14,1,1,1,8,8
b632e2757a7538.jpg,humpback_whale,00ccfc1f8b06,40,14,2,2,1,8,8
736b43eff13554.jpg,bottlenose_dolphin,00cf4859bdb2,41,2,1,1,1,2,2
f886c0841a4340.jpg,bottlenose_dolphin,00cf4859bdb2,41,2,2,2,1,2,2
53a80ee3657e40.jpg,humpback_whale,00d454be6dea,42,14,-1,1,0,1,1
7b0d495c0432c6.jpg,blue_whale,00d8e3aeb5e2,43,1,3,3,1,2,2
df1da9da67c0e2.jpg,blue_whale,00d8e3aeb5e2,43,1,4,4,1,2,2
1a9607e5941548.jpg,dusky_dolphin,00e6b842274b,44,8,1,1,1,3,3
8849a915fa24c1.jpg,dusky_dolphin,00e6b842274b,44,8,2,2,1,3,3
52a46b0783ab74.jpg,dusky_dolphin,00e6b842274b,44,8,3,3,1,3,3
e74de06a7c9447.jpg,blue_whale,00e7218b25d2,45,1,4,4,1,2,2
f924925b118420.jpg,blue_whale,00e7218b25d2,45,1,0,0,1,2,2
8c05dec9198b62.jpg,spinner_dolphin,00e74f6eb89f,46,27,-1,4,1,1,1
1daa7595cdd7b9.jpg,blue_whale,00e7e08c6666,47,1,3,3,1,6,6
c39dce0159eea9.jpg,blue_whale,00e7e08c6666,47,1,4,4,1,6,6
cab71f7e5e6846.jpg,blue_whale,00e7e08c6666,47,1,0,0,1,6,6
c6f52502ef5b44.jpg,blue_whale,00e7e08c6666,47,1,1,1,1,6,6
eca60974fe10bb.jpg,blue_whale,00e7e08c6666,47,1,2,2,1,6,6
63212f03ae4d4d.jpg,blue_whale,00e7e08c6666,47,1,3,3,1,6,6
cce78676566e72.jpg,dusky_dolphin,00e9bf6e74f0,48,8,-1,4,1,1,1
1a6d0854cf2a3e.jpg,brydes_whale,00eb5537b51d,49,4,-1,2,1,1,1
b905fe23e192c0.jpg,humpback_whale,00f1f321fc58,50,14,-1,0,1,1,1
528d579199380d.jpg,beluga,00f58de6056c,51,0,-1,4,1,1,1
1259ceb817cf52.jpg,southern_right_whale,00f74ae6e8ee,52,26,3,3,1,4,4
fa7e9d6a608602.jpg,southern_right_whale,00f74ae6e8ee,52,26,4,4,1,4,4
b8557aef40d8ab.jpg,southern_right_whale,00f74ae6e8ee,52,26,0,0,1,4,4
54618c09a17000.jpg,southern_right_whale,00f74ae6e8ee,52,26,1,1,1,4,4
d2ef471c771787.jpg,spotted_dolphin,00febffc2b9e,53,28,-1,1,1,1,1
12350adab04022.jpg,cuviers_beaked_whale,00ff40160e08,54,7,-1,3,0,1,1
9ff652bdefd5cd.jpg,humpback_whale,010a69aebd86,55,14,-1,4,1,1,1
f294adbb92512e.jpg,melon_headed_whale,010b0c153dea,56,18,4,4,1,2,2
2dfb93db0cfb0e.jpg,melon_headed_whale,010b0c153dea,56,18,0,0,1,2,2
9f4bb0a56afbc4.jpg,spinner_dolphin,010d4462e262,57,27,-1,3,0,1,1
fa06664f9d22c2.jpg,fin_whale,0113b13e2fd6,58,10,-1,4,1,1,1
5ddf1df417e340.jpg,melon_headed_whale,011f029eb4bd,59,18,4,4,1,2,2
94040ce61a4d64.jpg,melon_headed_whale,011f029eb4bd,59,18,0,0,1,2,2
aed1d107cc85a2.jpg,beluga,012cbfa467b8,60,0,4,4,1,2,2
cec4564f175719.jpg,beluga,012cbfa467b8,60,0,0,0,1,2,2
912af3cae4341d.jpg,fin_whale,012cd4bc3f86,61,10,-1,4,1,1,1
882a4936b87ae8.jpg,blue_whale,012d6caab3ea,62,1,-1,3,1,1,1
a9e365d7fc8e32.jpg,beluga,012fd89f53ac,63,0,-1,4,1,1,1
38c2477d1edfdf.jpg,humpback_whale,01315c70f0c3,64,14,-1,2,0,1,1
07e8d0c8aac153.jpg,spotted_dolphin,013ff09c422f,65,28,-1,2,0,1,1
9089b012b2af2b.jpg,southern_right_whale,014372484d2a,66,26,-1,3,0,1,1
0482df736fce5b.jpg,bottlenose_dolphin,01485a1044ac,67,2,1,1,1,2,2
0c89638231e82b.jpg,bottlenose_dolphin,01485a1044ac,67,2,2,2,1,2,2
028025634b00aa.jpg,southern_right_whale,0153ac1e3fae,68,26,-1,4,0,1,1
f6e0e1529a5251.jpg,blue_whale,015a5637075f,69,1,-1,0,0,1,1
a7e21cbba24a2f.jpg,blue_whale,015adf05a305,70,1,3,3,1,2,2
180eb1b00063a0.jpg,blue_whale,015adf05a305,70,1,4,4,1,2,2
11a77287ea3237.jpg,southern_right_whale,0161df1b7513,71,26,-1,3,1,1,1
54b4bf46d9665b.jpg,humpback_whale,0165500e3871,72,14,3,3,1,2,2
d437fe56c2d6d1.jpg,humpback_whale,0165500e3871,72,14,4,4,1,2,2
d2605d177be08b.jpg,blue_whale,0167300cf737,73,1,-1,3,0,1,1
ea1637118f942c.jpg,bottlenose_dolphin,016a7e44eaeb,74,2,0,0,1,2,2
752d3c33e328bf.jpg,bottlenose_dolphin,016a7e44eaeb,74,2,1,1,1,2,2
39f58b38256a4b.jpg,humpback_whale,016d51a4260b,75,14,-1,3,0,1,1
a035cda3d87ba2.jpg,sei_whale,01716aebfbd6,76,24,-1,0,1,1,1
094d2dfb60370f.jpg,pilot_whale,0172ef2cefee,77,21,-1,0,0,1,1
1e3e6d04f40995.jpg,melon_headed_whale,01744534d954,78,18,-1,0,0,1,1
d9fcac552dc9b0.jpg,blue_whale,0175ed3e02a4,79,1,4,4,1,2,2
81ff71701788c0.jpg,blue_whale,0175ed3e02a4,79,1,0,0,1,2,2
cede8c51d0c5e1.jpg,melon_headed_whale,0176d28aa7e2,80,18,-1,0,0,1,1
f98b8e9a8a2178.jpg,blue_whale,01792b390725,81,1,-1,3,0,1,1
72a1d39f17dcf3.jpg,dusky_dolphin,017bbbc4db66,82,8,-1,4,0,1,1
ced5a2852634e9.jpg,blue_whale,0182cfe98a09,83,1,-1,0,0,1,1
20536930b13e3c.jpg,cuviers_beaked_whale,018808c5ee54,84,7,-1,2,0,1,1
239ab22e4e3494.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
7d3102aa423440.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
bcf8ecf9b56ed9.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
7f64278f531b75.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
cfe0a4a9926e48.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
06c396bb1dba01.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
1aeb6be0d0e7e6.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
8fac222d73be4e.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
e0752cc01fbee4.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
e621133d537284.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
7acf63f6f85a02.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
e8097d9590ffc3.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
620b4904d34223.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
1f5860b45e0369.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
d1d514b0f418bc.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
faab04df5b907a.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
997bf3e8e9bc3c.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
07a1537e7a9ce1.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
da9f35696026f4.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
98fb52b48a84ec.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
a322f3c399595e.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
6700342a6b48dc.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
40c97c14da3308.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
79500d0db8f7dc.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
fd6ae99bb41597.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
de6a3297c1e639.jpg,bottlenose_dolphin,018aaba90625,85,2,4,4,1,30,30
57b72a2ba82012.jpg,bottlenose_dolphin,018aaba90625,85,2,0,0,1,30,30
2e3a5774fc87ee.jpg,bottlenose_dolphin,018aaba90625,85,2,1,1,1,30,30
dedf37adaea9f8.jpg,bottlenose_dolphin,018aaba90625,85,2,2,2,1,30,30
025e5cc9579685.jpg,bottlenose_dolphin,018aaba90625,85,2,3,3,1,30,30
d0cf8a8158e129.jpg,dusky_dolphin,018df7eae4e1,86,8,-1,1,0,1,1
ea79e90cf8e8c4.jpg,spotted_dolphin,0190e5028df8,87,28,-1,4,1,1,1
11d611e1723b7c.jpg,gray_whale,01930ba5c632,88,13,-1,3,1,1,1
4cce8fa7fb09be.jpg,dusky_dolphin,0194d33e3437,89,8,-1,1,1,1,1
4280f449433ded.jpg,melon_headed_whale,01981b6e8ac9,90,18,-1,3,0,1,1
a9768caffc4494.jpg,melon_headed_whale,01a24b3ec5f3,91,18,-1,2,1,1,1
3e7a495cd1d972.jpg,humpback_whale,01a3d40fc5fd,92,14,-1,2,0,1,1
70e7eef4ba2864.jpg,humpback_whale,01a726c05730,93,14,3,3,1,2,2
55c03be7e6acbf.jpg,humpback_whale,01a726c05730,93,14,4,4,1,2,2
49635417bcccd1.jpg,melon_headed_whale,01a8c88b9d5d,94,18,-1,3,1,1,1
0409f86888d46b.jpg,spotted_dolphin,01acef628ded,95,28,-1,1,1,1,1
fc30c449034fea.jpg,blue_whale,01b50202ba7b,96,1,2,2,1,3,3
9b8591cfdc0eb0.jpg,blue_whale,01b50202ba7b,96,1,3,3,1,3,3
9bef1368ee5ef4.jpg,blue_whale,01b50202ba7b,96,1,4,4,1,3,3
f6e0b36fd252ff.jpg,blue_whale,01b7b8848015,97,1,2,2,1,2,2
699e61335b41c7.jpg,blue_whale,01b7b8848015,97,1,3,3,1,2,2
ed21d5c8bcf4df.jpg,sei_whale,01bb1f08bbe6,98,24,2,2,1,4,4
297315a82e9224.jpg,sei_whale,01bb1f08bbe6,98,24,3,3,1,4,4
4f5048f42dacdb.jpg,sei_whale,01bb1f08bbe6,98,24,4,4,1,4,4
26fe8ec2c9dc2c.jpg,sei_whale,01bb1f08bbe6,98,24,0,0,1,4,4
986ca97c2fe1b0.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,2,2,1,6,6
da6c65939ac868.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,3,3,1,6,6
1f0d85e07d40ee.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,4,4,1,6,6
1b867b60108a03.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,0,0,1,6,6
b6d3a8e51d1f9e.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,1,1,1,6,6
15e0fe1f072b48.jpg,bottlenose_dolpin,01bfb4acf96e,99,3,2,2,1,6,6
d940885f21b64d.jpg,blue_whale,01c583a15ab6,100,1,-1,3,1,1,1
aea1f56387d58a.jpg,pilot_whale,01c94fc0ed50,101,21,-1,3,0,1,1
07ce96ec44eb52.jpg,blue_whale,01ca0d1b6ab5,102,1,-1,0,1,1,1
a2f3c806441698.jpg,melon_headed_whale,01cc219b9966,103,18,-1,0,0,1,1
5c18bf3e7e4e8c.jpg,spinner_dolphin,01cd0b8afa07,104,27,-1,1,1,1,1
695e1b04df5211.jpg,dusky_dolphin,01cd80db52e1,105,8,-1,0,0,1,1
d98593116f175d.jpg,humpback_whale,01d054255022,106,14,-1,2,0,1,1
0e547b5e339b2a.jpg,spinner_dolphin,01d321e84d27,107,27,1,1,1,4,4
b0bdef8c25cccd.jpg,spinner_dolphin,01d321e84d27,107,27,2,2,1,4,4
4113a5cd21a460.jpg,spinner_dolphin,01d321e84d27,107,27,3,3,1,4,4
01287e826d29a8.jpg,spinner_dolphin,01d321e84d27,107,27,4,4,1,4,4
1d56a0fe68fdc1.jpg,spotted_dolphin,01db941ec9b6,108,28,-1,1,1,1,1
4b92902bbc724d.jpg,blue_whale,01deec388ebd,109,1,3,3,1,2,2
4f8ebea074c680.jpg,blue_whale,01deec388ebd,109,1,4,4,1,2,2
41bb5619dbad46.jpg,dusky_dolphin,01e4e8cb4001,110,8,-1,1,0,1,1
0f301afb526edc.jpg,humpback_whale,01e72fcd639f,111,14,-1,0,0,1,1
388bb6ffd21c31.jpg,minke_whale,01e7d090ea2b,112,19,0,0,1,4,4
cc175745b7a60b.jpg,minke_whale,01e7d090ea2b,112,19,1,1,1,4,4
4e42a9462d73c3.jpg,minke_whale,01e7d090ea2b,112,19,2,2,1,4,4
06f0bec3e7e6ca.jpg,minke_whale,01e7d090ea2b,112,19,3,3,1,4,4
3d3b56f6328096.jpg,dusky_dolphin,01e93ca451fe,113,8,-1,0,1,1,1
d69f6dc854b587.jpg,beluga,01ed6328971c,114,0,3,3,1,3,3
afd4eb1e2c5c58.jpg,beluga,01ed6328971c,114,0,4,4,1,3,3
89b921c6fe0c89.jpg,beluga,01ed6328971c,114,0,0,0,1,3,3
aed934828803f5.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
379282cc72c729.jpg,beluga,01ed73cc8026,115,0,1,1,1,26,26
5390db241c3bf6.jpg,beluga,01ed73cc8026,115,0,2,2,1,26,26
7bd822ca50e4c9.jpg,beluga,01ed73cc8026,115,0,3,3,1,26,26
d30804445efdb4.jpg,beluga,01ed73cc8026,115,0,4,4,1,26,26
cdd4026e39d96d.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
1d7b0c5681fa14.jpg,beluga,01ed73cc8026,115,0,1,1,1,26,26
a9301d56eb9b7c.jpg,beluga,01ed73cc8026,115,0,2,2,1,26,26
ba452245f2c987.jpg,beluga,01ed73cc8026,115,0,3,3,1,26,26
c850b417fa0e5d.jpg,beluga,01ed73cc8026,115,0,4,4,1,26,26
4c5d9d6057ed25.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
fa06efbb08e22e.jpg,beluga,01ed73cc8026,115,0,1,1,1,26,26
564b21343d2866.jpg,beluga,01ed73cc8026,115,0,2,2,1,26,26
964130a30d16c6.jpg,beluga,01ed73cc8026,115,0,3,3,1,26,26
bf5d61b6e5edcf.jpg,beluga,01ed73cc8026,115,0,4,4,1,26,26
6058e567d0944c.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
20ad13dfa4a216.jpg,beluga,01ed73cc8026,115,0,1,1,1,26,26
e959c9649ad33b.jpg,beluga,01ed73cc8026,115,0,2,2,1,26,26
eea34ab2ebadd8.jpg,beluga,01ed73cc8026,115,0,3,3,1,26,26
42ea8a341c2ce8.jpg,beluga,01ed73cc8026,115,0,4,4,1,26,26
6527d1bd63facb.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
999fe861231223.jpg,beluga,01ed73cc8026,115,0,1,1,1,26,26
82b63cc78f5654.jpg,beluga,01ed73cc8026,115,0,2,2,1,26,26
4c796baa5c2c3a.jpg,beluga,01ed73cc8026,115,0,3,3,1,26,26
db82af2f32a4b7.jpg,beluga,01ed73cc8026,115,0,4,4,1,26,26
471f3e4540112e.jpg,beluga,01ed73cc8026,115,0,0,0,1,26,26
e062528de3228c.jpg,long_finned_pilot_whale,01fb1fdab989,116,17,-1,3,0,1,1
45f7499103e4e9.jpg,southern_right_whale,01fc39138627,117,26,4,4,1,2,2
ea77eb429dac5b.jpg,southern_right_whale,01fc39138627,117,26,0,0,1,2,2
63fc4e0b210cae.jpg,pilot_whale,01fe58b26fa5,118,21,2,2,1,3,3
9ae65644d28407.jpg,pilot_whale,01fe58b26fa5,118,21,3,3,1,3,3
1f430013db7d8b.jpg,pilot_whale,01fe58b26fa5,118,21,4,4,1,3,3
cc4bde057458fe.jpg,blue_whale,01fee976b8b7,119,1,0,0,1,4,4
ef926d4826e992.jpg,blue_whale,01fee976b8b7,119,1,1,1,1,4,4
2ff182677c2e5b.jpg,blue_whale,01fee976b8b7,119,1,2,2,1,4,4
28d944b77c23ef.jpg,blue_whale,01fee976b8b7,119,1,3,3,1,4,4
3e3677fcde35b9.jpg,humpback_whale,020236901523,120,14,3,3,1,3,3
a8c2fecd6df127.jpg,humpback_whale,020236901523,120,14,4,4,1,3,3
ff23c89a6897f7.jpg,humpback_whale,020236901523,120,14,0,0,1,3,3
22728379ea326a.jpg,blue_whale,020419676036,121,1,2,2,1,2,2
9a0b6ac081945b.jpg,blue_whale,020419676036,121,1,3,3,1,2,2
db143c939811d3.jpg,dusky_dolphin,02098d051650,122,8,-1,4,0,1,1
a0c90934bb7011.jpg,fin_whale,0212f64aecc4,123,10,0,0,1,2,2
e7abddb18e1af1.jpg,fin_whale,0212f64aecc4,123,10,1,1,1,2,2
ef92afedbac642.jpg,dusky_dolphin,021323102efc,124,8,-1,0,0,1,1
e11602eccf6668.jpg,melon_headed_whale,021709910e2c,125,18,-1,4,0,1,1
65a4e477d9c3e0.jpg,dusky_dolphin,0220cfb2dd41,126,8,-1,3,1,1,1
3eedc5f768531e.jpg,dusky_dolphin,0221614ac52d,127,8,-1,4,0,1,1
73e2576ba9b831.jpg,dusky_dolphin,022b1df8c3b1,128,8,-1,2,1,1,1
a0051ef1d89764.jpg,beluga,022b92beeae7,129,0,0,0,1,3,3
5b929d79d9139e.jpg,beluga,022b92beeae7,129,0,1,1,1,3,3
315ae4828dca92.jpg,beluga,022b92beeae7,129,0,2,2,1,3,3
4fe7b3bbfce0e0.jpg,short_finned_pilot_whale,02318c35615a,130,25,3,3,1,2,2
7279c83905a536.jpg,short_finned_pilot_whale,02318c35615a,130,25,4,4,1,2,2
656fb5f442a57e.jpg,humpback_whale,02367d70ac2c,131,14,-1,3,1,1,1
a8cc2491eae0e6.jpg,short_finned_pilot_whale,02399c4fde86,132,25,1,1,1,2,2
c0d70b6d1ca301.jpg,short_finned_pilot_whale,02399c4fde86,132,25,2,2,1,2,2
3c1b70c504190f.jpg,melon_headed_whale,0239cc1e5dcc,133,18,-1,2,0,1,1
46f5f1da01d214.jpg,cuviers_beaked_whale,023af53d971d,134,7,-1,3,1,1,1
d9f96e33167b08.jpg,southern_right_whale,023bc9602e40,135,26,0,0,1,2,2
1033be936cd8fb.jpg,southern_right_whale,023bc9602e40,135,26,1,1,1,2,2
102d8409aa59bc.jpg,humpback_whale,02425161d5cb,136,14,-1,4,0,1,1
6dfc1063a057e4.jpg,dusky_dolphin,024453bf5c86,137,8,-1,0,0,1,1
920874314cb1fa.jpg,killer_whale,024c18cf7b77,138,16,0,0,1,4,4
8e9999f2adab81.jpg,killer_whale,024c18cf7b77,138,16,1,1,1,4,4
e7da024ea3cc0b.jpg,killer_whale,024c18cf7b77,138,16,2,2,1,4,4
38ed5c81361388.jpg,killer_whale,024c18cf7b77,138,16,3,3,1,4,4
aa951e123b8a4c.jpg,blue_whale,024e21d3cb9a,139,1,-1,3,0,1,1
13b31c5d8be042.jpg,melon_headed_whale,024e38434c2d,140,18,-1,4,1,1,1
647e90941affc7.jpg,sei_whale,0253288f68c6,141,24,3,3,1,5,5
df296bd08d0e84.jpg,sei_whale,0253288f68c6,141,24,4,4,1,5,5
536ed49ed34b7e.jpg,sei_whale,0253288f68c6,141,24,0,0,1,5,5
