image,Id,classes,classes_species,fold,count_individual_id
cccdb4d42.jpg,w_01f14e1,36,0,3,6
91c9e4cc1.jpg,w_01f14e1,36,0,4,6
86648ec62.jpg,w_01f14e1,36,0,0,6
c1e1d7f3e.jpg,w_01f14e1,36,0,1,6
08db58a5f.jpg,w_01f14e1,36,0,2,6
f412ecf74.jpg,w_01fc429,37,0,-1,1
9963c8e02.jpg,w_02156b0,38,0,-1,1
999bc9637.jpg,w_022b708,39,0,4,10
438cbbf2f.jpg,w_022b708,39,0,0,10
12b3f7b9f.jpg,w_022b708,39,0,1,10
566f4ef95.jpg,w_022b708,39,0,2,10
1b10e61c5.jpg,w_022b708,39,0,3,10
12093d2aa.jpg,w_022b708,39,0,4,10
6ac72a35a.jpg,w_022b708,39,0,0,10
5f0e182ea.jpg,w_022b708,39,0,1,10
1a8fd1c27.jpg,w_022b708,39,0,2,10
7decc6ba2.jpg,w_022b708,39,0,3,10
b20e66aa4.jpg,w_022d2f5,40,0,2,2
5fe4bd878.jpg,w_022d2f5,40,0,3,2
7c6ebcac5.jpg,w_02469a1,41,0,3,2
5233e6139.jpg,w_02469a1,41,0,4,2
86388dfbc.jpg,w_02545ea,42,0,2,2
14bf04de1.jpg,w_02545ea,42,0,3,2
e4d1c6750.jpg,w_025911c,43,0,0,19
1cb57f0b9.jpg,w_025911c,43,0,1,19
60410f111.jpg,w_025911c,43,0,2,19
cf1426619.jpg,w_025911c,43,0,3,19
cc7b82954.jpg,w_025911c,43,0,4,19
85332a7b4.jpg,w_025911c,43,0,0,19
0301ca72f.jpg,w_025911c,43,0,1,19
7c2ed3432.jpg,w_025911c,43,0,2,19
55909c985.jpg,w_025911c,43,0,3,19
da6dfd5ae.jpg,w_025911c,43,0,4,19
241878da0.jpg,w_025911c,43,0,0,19
3f0c8a20c.jpg,w_025911c,43,0,1,19
38ae2aefb.jpg,w_025911c,43,0,2,19
70c60ea38.jpg,w_025911c,43,0,3,19
9fcd7af75.jpg,w_025911c,43,0,4,19
8ccb065d2.jpg,w_025911c,43,0,0,19
71f3d86b6.jpg,w_025911c,43,0,1,19
14c5eb662.jpg,w_025911c,43,0,2,19
e9475ab7b.jpg,w_025911c,43,0,3,19
1ddec56e7.jpg,w_0277a07,44,0,4,2
4fa83ec0a.jpg,w_0277a07,44,0,0,2
2543a003c.jpg,w_027f528,45,0,-1,1
4aa059911.jpg,w_0292e15,46,0,2,4
aa5331a49.jpg,w_0292e15,46,0,3,4
9ef9d541e.jpg,w_0292e15,46,0,4,4
39a3458a3.jpg,w_0292e15,46,0,0,4
f63bc7458.jpg,w_02aa597,47,0,2,8
8ba2a856c.jpg,w_02aa597,47,0,3,8
315b78d9a.jpg,w_02aa597,47,0,4,8
5918c5af2.jpg,w_02aa597,47,0,0,8
fcf660c38.jpg,w_02aa597,47,0,1,8
ad1a1eaeb.jpg,w_02aa597,47,0,2,8
ecad60b15.jpg,w_02aa597,47,0,3,8
2110619d0.jpg,w_02aa597,47,0,4,8
53e1560fd.jpg,w_02c7e9d,48,0,0,5
2ee73eee9.jpg,w_02c7e9d,48,0,1,5
a7aaffb1b.jpg,w_02c7e9d,48,0,2,5
65a6d0119.jpg,w_02c7e9d,48,0,3,5
1887a9835.jpg,w_02c7e9d,48,0,4,5
cf61a1389.jpg,w_02d138d,49,0,1,4
04ef6e1d6.jpg,w_02d138d,49,0,2,4
f48a4940f.jpg,w_02d138d,49,0,3,4
b079abb57.jpg,w_02d138d,49,0,4,4
ae95ccfad.jpg,w_02d5c46,50,0,-1,1
f2be2c9a0.jpg,w_02e8199,51,0,-1,1
fda6ab1d3.jpg,w_02ff6d6,52,0,0,2
f694ac18b.jpg,w_02ff6d6,52,0,1,2
64aaf956a.jpg,w_0301302,53,0,-1,1
e663beed0.jpg,w_030ac9b,54,0,0,2
ca2d288dc.jpg,w_030ac9b,54,0,1,2
ae7993c1d.jpg,w_030c8b0,55,0,0,2
afaef5a7a.jpg,w_030c8b0,55,0,1,2
ebde74948.jpg,w_030e2cf,56,0,4,8
e10230cf0.jpg,w_030e2cf,56,0,0,8
ad2e5e991.jpg,w_030e2cf,56,0,1,8
78bc96c5b.jpg,w_030e2cf,56,0,2,8
e0d10fbcb.jpg,w_030e2cf,56,0,3,8
6f65249d3.jpg,w_030e2cf,56,0,4,8
4c9966db6.jpg,w_030e2cf,56,0,0,8
7186c0b33.jpg,w_030e2cf,56,0,1,8
6c877c33e.jpg,w_03193e5,57,0,-1,1
9b9716164.jpg,w_031e1a3,58,0,0,2
e9b0ff47a.jpg,w_031e1a3,58,0,1,2
a2935e356.jpg,w_0323574,59,0,2,2
49f92915d.jpg,w_0323574,59,0,3,2
0124d2989.jpg,w_03270e3,60,0,1,2
ed8b8b131.jpg,w_03270e3,60,0,2,2
3ee226849.jpg,w_0350bf4,61,0,3,6
782a29284.jpg,w_0350bf4,61,0,4,6
f3a38e7c7.jpg,w_0350bf4,61,0,0,6
72e623c89.jpg,w_0350bf4,61,0,1,6
8c2af4533.jpg,w_0350bf4,61,0,2,6
e3fe27a84.jpg,w_0350bf4,61,0,3,6
8bfe10108.jpg,w_03670aa,62,0,2,20
ba3b6ce41.jpg,w_03670aa,62,0,3,20
873852b37.jpg,w_03670aa,62,0,4,20
71620fa91.jpg,w_03670aa,62,0,0,20
bafa47564.jpg,w_03670aa,62,0,1,20
34e29a50e.jpg,w_03670aa,62,0,2,20
f41aa7881.jpg,w_03670aa,62,0,3,20
7a60d41c5.jpg,w_03670aa,62,0,4,20
9e8a641cd.jpg,w_03670aa,62,0,0,20
8238b5b87.jpg,w_03670aa,62,0,1,20
276f83d14.jpg,w_03670aa,62,0,2,20
faf42b9c6.jpg,w_03670aa,62,0,3,20
a6dd1b50b.jpg,w_03670aa,62,0,4,20
f38b7abe2.jpg,w_03670aa,62,0,0,20
3332b245e.jpg,w_03670aa,62,0,1,20
4b29d0885.jpg,w_03670aa,62,0,2,20
6d053e4a4.jpg,w_03670aa,62,0,3,20
6d56a998e.jpg,w_03670aa,62,0,4,20
d5551f265.jpg,w_03670aa,62,0,0,20
8babd9049.jpg,w_03670aa,62,0,1,20
2d83b5312.jpg,w_0369a5c,63,0,4,61
63478959b.jpg,w_0369a5c,63,0,0,61
3f71f580d.jpg,w_0369a5c,63,0,1,61
44818fe41.jpg,w_0369a5c,63,0,2,61
cfa6a18a3.jpg,w_0369a5c,63,0,3,61
47d949260.jpg,w_0369a5c,63,0,4,61
a1051c478.jpg,w_0369a5c,63,0,0,61
9af0cabb6.jpg,w_0369a5c,63,0,1,61
e7eeaa6fc.jpg,w_0369a5c,63,0,2,61
e869fd969.jpg,w_0369a5c,63,0,3,61
84c2cb2d6.jpg,w_0369a5c,63,0,4,61
70029fb9f.jpg,w_0369a5c,63,0,0,61
bd4eaa1cb.jpg,w_0369a5c,63,0,1,61
d18785462.jpg,w_0369a5c,63,0,2,61
1c11e4f25.jpg,w_0369a5c,63,0,3,61
12670516b.jpg,w_0369a5c,63,0,4,61
2bbad75d4.jpg,w_0369a5c,63,0,0,61
49c70a889.jpg,w_0369a5c,63,0,1,61
c5f4b73be.jpg,w_0369a5c,63,0,2,61
b26b048d7.jpg,w_0369a5c,63,0,3,61
9e1f7cc3c.jpg,w_0369a5c,63,0,4,61
683b3d7f5.jpg,w_0369a5c,63,0,0,61
fc5c296f8.jpg,w_0369a5c,63,0,1,61
c3e675078.jpg,w_0369a5c,63,0,2,61
a1052a97e.jpg,w_0369a5c,63,0,3,61
db7638481.jpg,w_0369a5c,63,0,4,61
fc5d04058.jpg,w_0369a5c,63,0,0,61
fd198e007.jpg,w_0369a5c,63,0,1,61
a7445912e.jpg,w_0369a5c,63,0,2,61
2bbfd538c.jpg,w_0369a5c,63,0,3,61
b6dfbb60a.jpg,w_0369a5c,63,0,4,61
7ef14a014.jpg,w_0369a5c,63,0,0,61
fc15595b3.jpg,w_0369a5c,63,0,1,61
12f5ad5a6.jpg,w_0369a5c,63,0,2,61
3e69d7030.jpg,w_0369a5c,63,0,3,61
cdb4eb77e.jpg,w_0369a5c,63,0,4,61
06ae83bbc.jpg,w_0369a5c,63,0,0,61
fddc28401.jpg,w_0369a5c,63,0,1,61
47f88ae6c.jpg,w_0369a5c,63,0,2,61
f06c4e252.jpg,w_0369a5c,63,0,3,61
9d3a0bf95.jpg,w_0369a5c,63,0,4,61
85e9f9783.jpg,w_0369a5c,63,0,0,61
892e47884.jpg,w_0369a5c,63,0,1,61
6e2633c52.jpg,w_0369a5c,63,0,2,61
730e38be3.jpg,w_0369a5c,63,0,3,61
8180c1ef0.jpg,w_0369a5c,63,0,4,61
317a126f4.jpg,w_0369a5c,63,0,0,61
00e9e5122.jpg,w_0369a5c,63,0,1,61
ea9b1256f.jpg,w_0369a5c,63,0,2,61
4fe46a8d0.jpg,w_0369a5c,63,0,3,61
a2e01f223.jpg,w_0369a5c,63,0,4,61
a5c0823ba.jpg,w_0369a5c,63,0,0,61
9473bce30.jpg,w_0369a5c,63,0,1,61
a615d69f9.jpg,w_0369a5c,63,0,2,61
dfdf81315.jpg,w_0369a5c,63,0,3,61
20d4abba8.jpg,w_0369a5c,63,0,4,61
8ab55e5fb.jpg,w_0369a5c,63,0,0,61
61747578d.jpg,w_0369a5c,63,0,1,61
54f1d85a8.jpg,w_0369a5c,63,0,2,61
092ef02b8.jpg,w_0369a5c,63,0,3,61
77738baf5.jpg,w_0369a5c,63,0,4,61
b8e258cd5.jpg,w_036bc54,64,0,0,3
9a2968eae.jpg,w_036bc54,64,0,1,3
618221292.jpg,w_036bc54,64,0,2,3
69d196ec0.jpg,w_036dbd0,65,0,-1,1
cd598b557.jpg,w_037b23f,66,0,-1,1
ee048a5d6.jpg,w_038dfc0,67,0,4,3
56dde09fc.jpg,w_038dfc0,67,0,0,3
511f49e5d.jpg,w_038dfc0,67,0,1,3
213111c2c.jpg,w_038e5c3,68,0,-1,1
40a195149.jpg,w_03a82c1,69,0,-1,1
74e7fe779.jpg,w_03ad89c,70,0,0,4
4b24dd76e.jpg,w_03ad89c,70,0,1,4
79b255f4d.jpg,w_03ad89c,70,0,2,4
9d6f16d17.jpg,w_03ad89c,70,0,3,4
e2aeb6004.jpg,w_03e3e5e,71,0,3,4
d6025ca8e.jpg,w_03e3e5e,71,0,4,4
266992f6a.jpg,w_03e3e5e,71,0,0,4
f4fc93048.jpg,w_03e3e5e,71,0,1,4
1a7ef12a1.jpg,w_03ea6f9,72,0,-1,1
4e6c0e6da.jpg,w_04003e9,73,0,4,30
cf06dc892.jpg,w_04003e9,73,0,0,30
3d7f4c7d5.jpg,w_04003e9,73,0,1,30
929cb0fbe.jpg,w_04003e9,73,0,2,30
ff9383335.jpg,w_04003e9,73,0,3,30
4fa94d7be.jpg,w_04003e9,73,0,4,30
4cc7c734b.jpg,w_04003e9,73,0,0,30
8fa189845.jpg,w_04003e9,73,0,1,30
75ad5e6b0.jpg,w_04003e9,73,0,2,30
cf6dd03da.jpg,w_04003e9,73,0,3,30
18f817e48.jpg,w_04003e9,73,0,4,30
180056116.jpg,w_04003e9,73,0,0,30
51072b758.jpg,w_04003e9,73,0,1,30
2354879ce.jpg,w_04003e9,73,0,2,30
82b65b762.jpg,w_04003e9,73,0,3,30
73135d38c.jpg,w_04003e9,73,0,4,30
64fc5e880.jpg,w_04003e9,73,0,0,30
0829ae94e.jpg,w_04003e9,73,0,1,30
10b694367.jpg,w_04003e9,73,0,2,30
45adc4f95.jpg,w_04003e9,73,0,3,30
fe92e3fc4.jpg,w_04003e9,73,0,4,30
55439f4de.jpg,w_04003e9,73,0,0,30
bb0a270bd.jpg,w_04003e9,73,0,1,30
294ab237b.jpg,w_04003e9,73,0,2,30
557c56974.jpg,w_04003e9,73,0,3,30
f4628b9de.jpg,w_04003e9,73,0,4,30
b8e0ba826.jpg,w_04003e9,73,0,0,30
b63842413.jpg,w_04003e9,73,0,1,30
8f8e865a1.jpg,w_04003e9,73,0,2,30
d73b9ddb7.jpg,w_04003e9,73,0,3,30
9d22f3f09.jpg,w_042b547,74,0,2,2
da2163784.jpg,w_042b547,74,0,3,2
d8c43501c.jpg,w_0470377,75,0,-1,1
2ba91c238.jpg,w_04713fd,76,0,4,4
34f327d14.jpg,w_04713fd,76,0,0,4
08348476c.jpg,w_04713fd,76,0,1,4
3be1928f8.jpg,w_04713fd,76,0,2,4
adea972f8.jpg,w_04738c8,77,0,-1,1
aec907ad2.jpg,w_048bc73,78,0,-1,1
f7d525070.jpg,w_049ae2e,79,0,4,3
da76d0dc4.jpg,w_049ae2e,79,0,0,3
615e056f1.jpg,w_049ae2e,79,0,1,3
e6ad0fc1a.jpg,w_04acf95,80,0,2,2
409e078e7.jpg,w_04acf95,80,0,3,2
ee949ebcd.jpg,w_04c9b23,81,0,0,2
f471f175e.jpg,w_04c9b23,81,0,1,2
4933c18f2.jpg,w_04d1c8c,82,0,-1,1
25f69b1db.jpg,w_04d4568,83,0,2,6
a4a377911.jpg,w_04d4568,83,0,3,6
2a3df73dc.jpg,w_04d4568,83,0,4,6
2089dfc87.jpg,w_04d4568,83,0,0,6
9ea788e94.jpg,w_04d4568,83,0,1,6
65f0bedaf.jpg,w_04d4568,83,0,2,6
7b05dd05a.jpg,w_04de239,84,0,1,2
d5821a9c8.jpg,w_04de239,84,0,2,2
dbf720b74.jpg,w_04ebfe8,85,0,1,2
07da3da9f.jpg,w_04ebfe8,85,0,2,2
fc7e96519.jpg,w_04f5a19,86,0,1,2
b5795c214.jpg,w_04f5a19,86,0,2,2
46c4e267a.jpg,w_04f5f55,87,0,1,3
60138a0a6.jpg,w_04f5f55,87,0,2,3
768e2691d.jpg,w_04f5f55,87,0,3,3
8658b6af5.jpg,w_05081a8,88,0,1,2
ef50e4467.jpg,w_05081a8,88,0,2,2
24f498675.jpg,w_0513962,89,0,2,2
01f6f8d04.jpg,w_0513962,89,0,3,2
2f2dbd7a8.jpg,w_051764c,90,0,-1,1
b0455d69c.jpg,w_0531ad5,91,0,2,7
843f1f43c.jpg,w_0531ad5,91,0,3,7
9d15cdcb4.jpg,w_0531ad5,91,0,4,7
0679f42ec.jpg,w_0531ad5,91,0,0,7
c5c1aa0ba.jpg,w_0531ad5,91,0,1,7
f73a2342e.jpg,w_0531ad5,91,0,2,7
1b6af70d0.jpg,w_0531ad5,91,0,3,7
54855a6f5.jpg,w_0532483,92,0,4,2
ec8d7c141.jpg,w_0532483,92,0,0,2
0912b97e6.jpg,w_054162a,93,0,1,2
86c8cf90c.jpg,w_054162a,93,0,2,2
9ae2b2b8a.jpg,w_05669fe,94,0,-1,1
4268fd0b3.jpg,w_056710d,95,0,-1,1
a912d3302.jpg,w_056913a,96,0,-1,1
6768d8297.jpg,w_0577ccc,97,0,0,3
81883e92e.jpg,w_0577ccc,97,0,1,3
e70b82c7b.jpg,w_0577ccc,97,0,2,3
36fc5c7db.jpg,w_059d9e0,98,0,4,2
7107a55b8.jpg,w_059d9e0,98,0,0,2
3f03aac80.jpg,w_05b4b0c,99,0,0,3
0202dfb29.jpg,w_05b4b0c,99,0,1,3
22b267a36.jpg,w_05b4b0c,99,0,2,3
ea8520852.jpg,w_05bf34e,100,0,0,3
c6a6fe666.jpg,w_05bf34e,100,0,1,3
9021d9d1f.jpg,w_05bf34e,100,0,2,3
6236d5736.jpg,w_05cc23c,101,0,3,2
767d32f98.jpg,w_05cc23c,101,0,4,2
e68ce992b.jpg,w_05d52d0,102,0,-1,1
66f85a14b.jpg,w_05d65b9,103,0,3,3
1d22e9f77.jpg,w_05d65b9,103,0,4,3
f4111999b.jpg,w_05d65b9,103,0,0,3
c08466077.jpg,w_05eb863,104,0,-1,1
51d2dd610.jpg,w_05f8c99,105,0,-1,1
7b7a81d11.jpg,w_05fbf14,106,0,-1,1
f7a6693b9.jpg,w_060ec6d,107,0,-1,1
a3011ef0f.jpg,w_06150e1,108,0,-1,1
bb6bb85fd.jpg,w_06292cd,109,0,-1,1
4d36abc45.jpg,w_0630c3e,110,0,2,3
be924ac3a.jpg,w_0630c3e,110,0,3,3
871b71e0b.jpg,w_0630c3e,110,0,4,3
d53a5dedc.jpg,w_06313c8,111,0,-1,1
fc3c3dd2d.jpg,w_063282e,112,0,-1,1
cd520d861.jpg,w_0637181,113,0,4,3
34b2265fe.jpg,w_0637181,113,0,0,3
10d70d58b.jpg,w_0637181,113,0,1,3
c4e7739b0.jpg,w_06376db,114,0,1,2
ea9e80cff.jpg,w_06376db,114,0,2,2
34c035af3.jpg,w_06460d7,115,0,0,2
46aa27cd9.jpg,w_06460d7,115,0,1,2
16749ea5c.jpg,w_06471d5,116,0,2,4
7aeb8bc91.jpg,w_06471d5,116,0,3,4
606e2dea2.jpg,w_06471d5,116,0,4,4
c3f218b9c.jpg,w_06471d5,116,0,0,4
49ab2b4c8.jpg,w_0655608,117,0,4,3
63c78a39a.jpg,w_0655608,117,0,0,3
0702dfdcf.jpg,w_0655608,117,0,1,3
10b1d141d.jpg,w_0655a0d,118,0,3,4
7ac0fbeb7.jpg,w_0655a0d,118,0,4,4
06d9031e9.jpg,w_0655a0d,118,0,0,4
a91ad30be.jpg,w_0655a0d,118,0,1,4
306198d1e.jpg,w_065ee1b,119,0,3,4
97850be4d.jpg,w_065ee1b,119,0,4,4
02fa23b44.jpg,w_065ee1b,119,0,0,4
077f58a47.jpg,w_065ee1b,119,0,1,4
12f534925.jpg,w_06619ff,120,0,2,2
4ee1fadfd.jpg,w_06619ff,120,0,3,2
61e0f41e5.jpg,w_066ac1a,121,0,3,5
337d49a56.jpg,w_066ac1a,121,0,4,5
2fae0073c.jpg,w_066ac1a,121,0,0,5
a8fa8e19b.jpg,w_066ac1a,121,0,1,5
a1ff14e02.jpg,w_066ac1a,121,0,2,5
d0eccd9d7.jpg,w_066ddc5,122,0,2,5
1036d595d.jpg,w_066ddc5,122,0,3,5
9ab65fac4.jpg,w_066ddc5,122,0,4,5
d70f0cfbb.jpg,w_066ddc5,122,0,0,5
7a8c3417c.jpg,w_066ddc5,122,0,1,5
efccaa566.jpg,w_068baa8,123,0,-1,1
16b5433c0.jpg,w_06935ed,124,0,1,2
3577588f3.jpg,w_06935ed,124,0,2,2
858c5f737.jpg,w_069c25b,125,0,0,5
d1ef8a98d.jpg,w_069c25b,125,0,1,5
d70253731.jpg,w_069c25b,125,0,2,5
73bd2b485.jpg,w_069c25b,125,0,3,5
7ac2597a2.jpg,w_069c25b,125,0,4,5
f02df0ba7.jpg,w_06a10b4,126,0,0,6
3da1a2906.jpg,w_06a10b4,126,0,1,6
2f4c7603e.jpg,w_06a10b4,126,0,2,6
15d2f13ab.jpg,w_06a10b4,126,0,3,6
e9613e991.jpg,w_06a10b4,126,0,4,6
4444f4b3d.jpg,w_06a10b4,126,0,0,6
f770f6a88.jpg,w_06d2e72,127,0,0,9
a89ba106e.jpg,w_06d2e72,127,0,1,9
c0a8133d9.jpg,w_06d2e72,127,0,2,9
b678979f0.jpg,w_06d2e72,127,0,3,9
1cc70cd8f.jpg,w_06d2e72,127,0,4,9
eabd6eac2.jpg,w_06d2e72,127,0,0,9
c538e54ce.jpg,w_06d2e72,127,0,1,9
eeb35fd57.jpg,w_06d2e72,127,0,2,9
4e3915e95.jpg,w_06d2e72,127,0,3,9
b576308d0.jpg,w_06de0a6,128,0,-1,1
5389be923.jpg,w_06e4776,129,0,4,2
b97d2ba45.jpg,w_06e4776,129,0,0,2
b4e03226d.jpg,w_06e6d5f,130,0,-1,1
7e62a61eb.jpg,w_06ec6e6,131,0,-1,1
c521e1003.jpg,w_06f3291,132,0,-1,1
b46d007cf.jpg,w_06fb64a,133,0,-1,1
47a93852a.jpg,w_06ffb30,134,0,-1,1
e630df353.jpg,w_070036a,135,0,-1,1
b9bcaa1a4.jpg,w_07019f4,136,0,-1,1
17bb74c11.jpg,w_07125ed,137,0,4,4
0d2b33d7a.jpg,w_07125ed,137,0,0,4
f93cc45f3.jpg,w_07125ed,137,0,1,4
dafff66dc.jpg,w_07125ed,137,0,2,4
65388f5b6.jpg,w_0714a46,138,0,3,3
140d8833a.jpg,w_0714a46,138,0,4,3
8c52ea71d.jpg,w_0714a46,138,0,0,3
3e25bf128.jpg,w_0717f05,139,0,2,2
cddfcdbc6.jpg,w_0717f05,139,0,3,2
68864b49b.jpg,w_0718183,140,0,3,9
