image,individual_id,species,classes,classes_species,count_species,count_individual_id,fold
01178bdf791305.jpg,72ac6508331e,humpback_whale,7030,14,7392,1,6
0117bc01ca330a.jpg,3e025417eb83,humpback_whale,3791,14,7392,24,6
011d76de5923dc.jpg,d2ee2bf61ef1,common_dolphin,12852,6,347,13,6
011df6543a4062.jpg,61f9e4cd30eb,common_dolphin,5964,6,347,19,6
011e9ee29b348e.jpg,d4b65c413247,cuviers_beaked_whale,12949,7,341,2,6
011f37bc60382b.jpg,e1ea032bcfb3,beluga,13762,0,7443,9,6
01227b74e828c0.jpg,afee05608612,blue_whale,10749,1,4830,2,6
0122cd68619ae3.jpg,83d4a6b00a36,beluga,8088,0,7443,19,6
0124545860adf1.jpg,0f1ae2969248,humpback_whale,952,14,7392,5,6
01260dfb869ca6.jpg,8beb43dfa67e,humpback_whale,8565,14,7392,23,6
012659006c71ce.jpg,34b7502b6006,globis,3197,12,116,2,6
01265b4bab9c77.jpg,162248c9ab14,humpback_whale,1362,14,7392,1,6
01270b824c9339.jpg,42ac074d0609,long_finned_pilot_whale,4061,17,238,1,6
012dab7b269479.jpg,99591df6b695,beluga,9387,0,7443,27,6
012e8247551d8e.jpg,89b40a9b8dd7,dusky_dolphin,8437,8,3139,1,6
01330ff162acb7.jpg,0a67aa3bfe4e,beluga,642,0,7443,39,6
0133348ab85e32.jpg,783f357cf2f9,false_killer_whale,7366,9,3326,53,6
0134cdac164e35.jpg,2caa33bcd020,beluga,2742,0,7443,25,6
013ab7c02c0ab0.jpg,96ebf90efd33,beluga,9217,0,7443,1,6
013c65bc3e70c9.jpg,02cf681113ce,bottlenose_dolphin,177,2,9664,32,6
013c93a731c106.jpg,9a6b86f7bb3e,bottlenose_dolphin,9463,2,9664,45,6
013cebc8f071dd.jpg,5eb42bb51e7f,kiler_whale,5748,15,962,33,6
01418c7af297f0.jpg,64993921dc64,humpback_whale,6133,14,7392,16,6
01460f9c10e047.jpg,318e0e4a4953,melon_headed_whale,3021,18,1689,4,6
014671a1c6e04e.jpg,aff087b40556,false_killer_whale,10750,9,3326,11,6
0147fd6b744491.jpg,3da276919043,blue_whale,3764,1,4830,4,6
01488a49a3c989.jpg,93a3cb74801f,beluga,9035,0,7443,23,6
014ce80b0bd3d1.jpg,593a0885d201,killer_whale,5432,16,1493,3,6
01517901a4bd77.jpg,030a25c6102b,long_finned_pilot_whale,193,17,238,1,6
015548ba97781e.jpg,acf0bc797296,common_dolphin,10576,6,347,18,6
015d2147ed9490.jpg,ca69a5d7c122,humpback_whale,12328,14,7392,42,6
015e4e11284498.jpg,f17a28521e9d,beluga,14741,0,7443,36,6
015f7db651b4cb.jpg,2914c5c8d4fc,beluga,2538,0,7443,1,6
016139b8872371.jpg,9582cc692d85,beluga,9150,0,7443,46,6
016301b4e5c43c.jpg,ff26e042cd52,beluga,15535,0,7443,48,6
016582aadabeba.jpg,4ddefbe17812,fin_whale,4716,10,1324,8,6
01694b9a4b58da.jpg,424d49bef76e,bottlenose_dolpin,4043,3,1117,11,6
016a9ae6efadd5.jpg,ec89b3f08779,bottlenose_dolphin,14431,2,9664,13,6
016b1dd757958b.jpg,21bae971ddda,kiler_whale,2072,15,962,40,6
016b40593dd292.jpg,d6877cc0af4b,southern_right_whale,13058,26,866,2,6
016d075a49ab03.jpg,d5e8f1ca9841,spinner_dolphin,13020,27,1700,1,6
017060610e39b4.jpg,7cd963087fa8,spinner_dolphin,7661,27,1700,1,6
01710107fbdc28.jpg,b54eefde01e3,bottlenose_dolpin,11063,3,1117,1,6
017596537ce0f5.jpg,9a66d006b36e,false_killer_whale,9459,9,3326,22,6
0175a866d517c3.jpg,c989336048ed,false_killer_whale,12265,9,3326,23,6
0178203db4743f.jpg,403dfea4e4bb,beluga,3932,0,7443,35,6
017a793d4a666c.jpg,8c7ccb22ace7,spinner_dolphin,8599,27,1700,2,6
017b676e6bf4dc.jpg,197df8b4dfd4,humpback_whale,1579,14,7392,14,6
017b880f3fe77e.jpg,5094562d2351,beluga,4881,0,7443,12,6
017cd5be2656ab.jpg,72254f68d4ec,blue_whale,7000,1,4830,4,6
01823ca06f8cc2.jpg,0a67aa3bfe4e,beluga,642,0,7443,39,6
0187686beb73a9.jpg,e72dc305d994,humpback_whale,14096,14,7392,2,6
018854b4fcf3fc.jpg,aeae6f5bf5cd,beluga,10679,0,7443,44,6
018aaea4b410c1.jpg,ae35300245c5,killer_whale,10654,16,1493,12,6
018b961de655b2.jpg,c0185bafdbff,humpback_whale,11719,14,7392,1,6
018e2488fde8e6.jpg,0cdbd7e35635,false_killer_whale,819,9,3326,24,6
01926dac5a98fd.jpg,a6bfde1483be,false_killer_whale,10178,9,3326,14,6
0194af86e28ffa.jpg,ace6505bfbb4,bottlenose_dolphin,10574,2,9664,8,6
01975f2e9b9549.jpg,d4fbd191fed4,beluga,12962,0,7443,1,6
019e2b65f1b3d5.jpg,22df13dec9ef,common_dolphin,2139,6,347,24,6
019f6993afaf8c.jpg,528c6ef62a74,false_killer_whale,5017,9,3326,24,6
01a021b512b53f.jpg,444f14fc7f55,bottlenose_dolpin,4152,3,1117,1,6
01a181bee54bf6.jpg,dac6f9152990,humpback_whale,13322,14,7392,2,6
01aa038073f296.jpg,ab0f258e0ac1,sei_whale,10469,24,428,3,6
01acace666f685.jpg,8c303ab01e07,blue_whale,8583,1,4830,1,6
01b2f0f3650b9c.jpg,b038665e1fde,humpback_whale,10774,14,7392,2,6
01b4acc0d7bc97.jpg,fcc7ade0c50a,false_killer_whale,15393,9,3326,19,6
01b5f10f43ca04.jpg,31c0339f418f,spinner_dolphin,3036,27,1700,2,6
01bc7102993033.jpg,d59648466917,dusky_dolphin,12992,8,3139,3,6
01bff0d92eb8ea.jpg,fc0f7c162cc0,gray_whale,15358,13,1123,73,6
01c66364ac23b2.jpg,e5c22090279f,false_killer_whale,14009,9,3326,11,6
01c677189925e0.jpg,812be36c2aef,bottlenose_dolphin,7912,2,9664,93,6
01c6a797bbfa85.jpg,471ee7717ce7,humpback_whale,4318,14,7392,2,6
01c9a0b66900c8.jpg,8a9ba9e54b8a,bottlenose_dolpin,8491,3,1117,4,6
01cd34433897b3.jpg,af3a0e1bb796,bottlenose_dolphin,10711,2,9664,44,6
01cd80f2250919.jpg,72e043c0b87b,minke_whale,7042,19,1608,11,6
01ce520f95ca2d.jpg,8beb43dfa67e,humpback_whale,8565,14,7392,23,6
01d60299e7c765.jpg,0f0bf0e6f3c4,bottlenose_dolpin,950,3,1117,11,6
01d88f263f16d2.jpg,96fadb958dab,humpback_whale,9222,14,7392,2,6
01da6dc97be89d.jpg,9ba53b18ffea,false_killer_whale,9538,9,3326,2,6
01dcc3593b5da5.jpg,3105a7d6f570,blue_whale,2988,1,4830,6,6
01dfd6af78d3c3.jpg,7ba75416ac41,long_finned_pilot_whale,7596,17,238,3,6
01e61d1a0c9a65.jpg,61dae2367d81,bottlenose_dolpin,5955,3,1117,4,6
01ecb17e6c509f.jpg,bb3fe773f7fb,sei_whale,11443,24,428,5,6
01f0d8fe3a94d9.jpg,82af241cd012,humpback_whale,8009,14,7392,47,6
01f255a59f02ac.jpg,b607aca77be9,humpback_whale,11121,14,7392,11,6
01f26734b31225.jpg,f4a45e49df72,fin_whale,14917,10,1324,28,6
01f2f4b1d77390.jpg,ad830b9a571f,beluga,10614,0,7443,6,6
01f34a2ef0e0ad.jpg,bf7e1e0738f5,bottlenose_dolphin,11688,2,9664,32,6
01f464f9b0af09.jpg,92b30dd47680,dusky_dolphin,8985,8,3139,1,6
01f9d645395dbe.jpg,559be20fbad0,spinner_dolphin,5214,27,1700,3,6
01f9fcaae04bd8.jpg,3d46c69bffb5,bottlenose_dolpin,3742,3,1117,5,6
01fc1ade9e4400.jpg,6d408c0e31ea,killer_whale,6683,16,1493,17,6
01fc21726bc3d4.jpg,32eeef0dc892,humpback_whale,3093,14,7392,21,6
01fcafc92a9b4f.jpg,8497e07df745,humpback_whale,8141,14,7392,26,6
01ff068da80a2e.jpg,d30b75e8bd49,beluga,12857,0,7443,9,6
01ff67f8a2e4a2.jpg,0423be1d4d23,sei_whale,270,24,428,3,6
020265a8d9390c.jpg,befe3be5ec4b,humpback_whale,11656,14,7392,1,6
02028e622c136c.jpg,a6e325d8e924,bottlenose_dolphin,10192,2,9664,155,6
02043ad6d66df3.jpg,cc5098d7548f,spinner_dolphin,12444,27,1700,10,6
02061df11bce1e.jpg,2492b95c05e6,long_finned_pilot_whale,2251,17,238,1,6
0209cd88647e73.jpg,2e268c8dbd31,beluga,2816,0,7443,37,6
020e5d220374cc.jpg,ceb953072484,fin_whale,12591,10,1324,8,6
02104d3aca95d1.jpg,19e392b6801c,melon_headed_whale,1605,18,1689,1,6
0212bef301cd6b.jpg,9260de22dbe9,killer_whale,8961,16,1493,14,6
0219a90c593876.jpg,dc3d89548fd8,bottlenose_dolphin,13426,2,9664,21,6
021a1c47ffd4bc.jpg,4134fe49e6ca,beluga,3991,0,7443,42,6
021ce18a78e91a.jpg,2e268c8dbd31,beluga,2816,0,7443,37,6
021d04344c7904.jpg,14d9b3310270,humpback_whale,1280,14,7392,12,6
02216b659c4c18.jpg,8805f279ace4,melon_headed_whale,8332,18,1689,1,6
022a5c9f37f57e.jpg,18de358176e8,melon_headed_whale,1541,18,1689,2,6
022e35330a8c50.jpg,719adcbda4e1,killer_whale,6958,16,1493,6,6
0231d4545bf589.jpg,f317a5caefe8,sei_whale,14837,24,428,3,6
023272f5c432e1.jpg,6003e6a006db,spinner_dolphin,5844,27,1700,8,6
0237eb0db16e8f.jpg,9f2316347214,fin_whale,9724,10,1324,8,6
0238b4c16fbb71.jpg,89230129f596,long_finned_pilot_whale,8407,17,238,5,6
0238c3d94a7568.jpg,7d93e4f2dd1f,humpback_whale,7705,14,7392,8,6
023af1e49fca26.jpg,6d801055260b,spinner_dolphin,6694,27,1700,5,6
024111da257355.jpg,fc0f7c162cc0,gray_whale,15358,13,1123,73,6
0244f4439ddc1b.jpg,8e494214cbfa,humpback_whale,8718,14,7392,1,6
02464aea628abd.jpg,33a399d576d3,beluga,3128,0,7443,11,6
02469ea1817dea.jpg,24e212e4ef53,gray_whale,2272,13,1123,9,6
0249c449c07923.jpg,1194da090962,beluga,1102,0,7443,9,6
024bb27f267193.jpg,b523bab79193,beluga,11055,0,7443,4,6
025105084333ed.jpg,9adea0fa7514,killer_whale,9493,16,1493,4,6
0254955903ecc7.jpg,32d3b30b473f,fin_whale,3086,10,1324,23,6
025907803a7c4e.jpg,59abcc1b41ec,beluga,5460,0,7443,40,6
025ca39d15cff9.jpg,59de57a09e42,bottlenose_dolpin,5470,3,1117,5,6
025d309ff304c5.jpg,617368452785,beluga,5937,0,7443,26,6
025ea8df8da8fa.jpg,1ff6d285b427,beluga,1970,0,7443,6,6
0261f651dbdf9b.jpg,7f22efb29927,beluga,7808,0,7443,5,6
02668ee0c86264.jpg,4092289dba05,melon_headed_whale,3954,18,1689,1,6
0268ce3055c7ce.jpg,a6074e47a3d0,kiler_whale,10138,15,962,16,6
026e8e41f977d3.jpg,124534ac8131,beluga,1141,0,7443,51,6
0271e662e895a6.jpg,d3991a4bfb45,melon_headed_whale,12881,18,1689,1,6
02729471506942.jpg,e8c92c716e9b,blue_whale,14199,1,4830,5,6
0273149003ee83.jpg,471a3378b130,fin_whale,4316,10,1324,3,6
0274ed23eb3343.jpg,7717e80dcc1a,beluga,7288,0,7443,24,6
027829bc44367b.jpg,dcb4bb218d23,spinner_dolphin,13460,27,1700,4,6
0278aea9fa6d61.jpg,de4177f4fd05,bottlenose_dolphin,13545,2,9664,68,6
0278eeba6c01d5.jpg,951dfcc13838,bottlenose_dolphin,9123,2,9664,24,6
027ca1c058e6a2.jpg,92ff99e57363,humpback_whale,8996,14,7392,3,6
027ed671c5a213.jpg,a89ac38345c1,short_finned_pilot_whale,10290,25,367,1,6
0280f5bc037658.jpg,50818c5b1202,bottlenose_dolphin,4875,2,9664,24,6
028470f5a5d00f.jpg,9a0bc6449439,sei_whale,9433,24,428,3,6
02870cba7a62e6.jpg,2212f50a3483,spinner_dolphin,2095,27,1700,1,6
0287cabcd7df08.jpg,783f357cf2f9,false_killer_whale,7366,9,3326,53,6
028ac6e189de6d.jpg,23fa4bc0b7ac,beluga,2221,0,7443,15,6
028ae88bec32d6.jpg,21bae971ddda,kiler_whale,2072,15,962,40,6
028b266cf3a6df.jpg,ce6e37904aa4,minke_whale,12567,19,1608,145,6
028caa445ecbf9.jpg,d286797cc129,spinner_dolphin,12832,27,1700,1,6
028e32ea82addd.jpg,5e842377ab52,fin_whale,5733,10,1324,1,6
028e848b23c421.jpg,03d3a1f992a8,dusky_dolphin,249,8,3139,2,6
02928eb5402729.jpg,e1c0880f294c,humpback_whale,13749,14,7392,1,6
02938a0ee3d566.jpg,45506a648239,spinner_dolphin,4205,27,1700,1,6
02946a8668539a.jpg,1ce3ba6a3c29,beluga,1779,0,7443,21,6
029581e9b104d9.jpg,8ff9204b05e7,humpback_whale,8820,14,7392,1,6
029741f96a1bc7.jpg,188b1f86ecbd,humpback_whale,1523,14,7392,1,6
02979c57beeeaf.jpg,4635f2b3966c,beluga,4264,0,7443,24,6
029991bd2efe12.jpg,2ac23ad5a020,humpback_whale,2635,14,7392,2,6
029bac7439ced5.jpg,9a3eecb8a07f,beluga,9446,0,7443,14,6
029bc76b7df577.jpg,fd63ed3877af,bottlenose_dolphin,15425,2,9664,15,6
029ead6c838a88.jpg,ace6505bfbb4,bottlenose_dolphin,10574,2,9664,8,6
029eef21f79e91.jpg,f87ffb99d3d7,short_finned_pilot_whale,15124,25,367,2,6
02a55285f93117.jpg,7aa5641e5acc,humpback_whale,7526,14,7392,38,6
02a9b3709a1d37.jpg,b27427783aaa,humpback_whale,10909,14,7392,13,6
02ab39704b0ed8.jpg,027ac44f5b33,humpback_whale,151,14,7392,48,6
02b2badc781c19.jpg,3827436af1d9,beluga,3426,0,7443,13,6
02b38f9c980ff0.jpg,871a29285387,gray_whale,8278,13,1123,5,6
02b7bdc41aaaae.jpg,42810dfb10a3,dusky_dolphin,4052,8,3139,4,6
02b84a6a8d1c74.jpg,2348e2409995,long_finned_pilot_whale,2173,17,238,2,6
02c0c927517d3c.jpg,bbeac4b2964e,humpback_whale,11479,14,7392,50,6
02c4a134bd5630.jpg,695bb814ce56,bottlenose_dolphin,6445,2,9664,81,6
02c5b1af57c32e.jpg,ce873781a2c4,false_killer_whale,12573,9,3326,43,6
02c6bb1061cff9.jpg,7c8a4be9a075,humpback_whale,7641,14,7392,28,6
02c9c88c37121c.jpg,bd5fd56719d7,spinner_dolphin,11559,27,1700,1,6
02f5c1ad0a6e29.jpg,b0bddf8b2fa2,humpback_whale,10804,14,7392,2,6
02f874ba7e0753.jpg,afb9b3978217,beluga,10736,0,7443,26,6
02fc62d48f979c.jpg,a614fcce14b3,humpback_whale,10140,14,7392,29,6
02fc6bdfa25d0b.jpg,ce873781a2c4,false_killer_whale,12573,9,3326,43,6
02fcb289d10ed5.jpg,b29550f1dc3b,spinner_dolphin,10916,27,1700,3,6
030624ff061300.jpg,03bb69128cd6,sei_whale,243,24,428,4,6
0309f8b1908145.jpg,ac48977c0215,gray_whale,10542,13,1123,21,6
030a1ce69dd7bf.jpg,7a2528f52dd1,beluga,7484,0,7443,8,6
030acd6311f20a.jpg,0c921d8904d4,short_finned_pilot_whale,804,25,367,2,6
030c4c3caec0aa.jpg,7fd233e56286,blue_whale,7845,1,4830,5,6
031089ba9a06f2.jpg,024c18cf7b77,killer_whale,138,16,1493,4,6
0312fecd5d3bed.jpg,e90e0e35a352,beluga,14215,0,7443,15,6
0314f486b23369.jpg,bb4b4bee6d4c,sei_whale,11445,24,428,1,6
0315fc0a99c55d.jpg,4659b1aa88bd,melon_headed_whale,4273,18,1689,6,6
0318786bf44715.jpg,d8903b976ed0,common_dolphin,13180,6,347,17,6
031af645ae4975.jpg,8d9f604d5851,melon_headed_whale,8681,18,1689,1,6
031c1633abf9db.jpg,7fb108783852,humpback_whale,7841,14,7392,2,6
031cf5c4a4cbf9.jpg,52a1d65c0548,killer_whale,5024,16,1493,2,6
0326eb000ba0f5.jpg,3d8ecd348a71,dusky_dolphin,3756,8,3139,2,6
032cafde8691f2.jpg,348f0fca7d1b,gray_whale,3182,13,1123,25,6
032df46fb105bc.jpg,1549859cceee,blue_whale,1311,1,4830,2,6
032e9b28df927c.jpg,d939e819e989,bottlenose_dolphin,13214,2,9664,20,6
032f9a4d5fc952.jpg,225e188a6a22,killer_whale,2110,16,1493,11,6
0333849ea88342.jpg,951dfcc13838,bottlenose_dolphin,9123,2,9664,24,6
0339515475c95f.jpg,6c0195390308,bottlenose_dolpin,6615,3,1117,8,6
033984f715ae9c.jpg,7a7596c77a8f,killer_whale,7504,16,1493,5,6
033aea3824186c.jpg,366200ff5b49,false_killer_whale,3296,9,3326,68,6
033c4a37a7f38b.jpg,71263f9020a6,killer_whale,6922,16,1493,8,6
033e0955bcfc47.jpg,d87d6135f333,dusky_dolphin,13177,8,3139,1,6
0342e59242baf5.jpg,20312a4e3881,gray_whale,1987,13,1123,12,6
03487355754e52.jpg,345218493744,false_killer_whale,3164,9,3326,37,6
0348e6104a7cf7.jpg,27f53391fdcc,killer_whale,2472,16,1493,15,6
034ac184b21410.jpg,6c029f1dc33f,beluga,6617,0,7443,12,6
034af54eea7aea.jpg,281504409737,bottlenose_dolphin,2482,2,9664,143,6
034dacca07fb7e.jpg,7fb290a426c5,dusky_dolphin,7842,8,3139,1,6
034fad630cc66a.jpg,b4d2bb5b6bb9,bottlenose_dolphin,11037,2,9664,17,6
0352717c6b1f7b.jpg,4ddb2eeb5efb,bottlenose_dolphin,4715,2,9664,74,6
03556da5349791.jpg,f306210d1080,false_killer_whale,14831,9,3326,37,6
0355ccaa905f6f.jpg,163e27692cc9,melon_headed_whale,1372,18,1689,5,6
0357277905c406.jpg,6da7ae3c5d54,beluga,6710,0,7443,45,6
03577f291fc4af.jpg,6ec0697b3511,killer_whale,6774,16,1493,8,6
035867bcad4e42.jpg,d3591aabc7fc,humpback_whale,12872,14,7392,2,6
035a548b7bc561.jpg,c942e6c38614,dusky_dolphin,12252,8,3139,1,6
035a93b1770a6b.jpg,98995caaa0d3,humpback_whale,9331,14,7392,42,6
035b8f482383ab.jpg,d8903b976ed0,common_dolphin,13180,6,347,17,6
03621d21f9cb1f.jpg,4f0a121ea4dc,killer_whale,4783,16,1493,4,6
0364cd2e667c10.jpg,faf3cfd54449,white_sided_dolphin,15291,29,229,3,6
036d0a82bce78e.jpg,650099d67feb,bottlenose_dolpin,6159,3,1117,5,6
036dc852e2ec94.jpg,5137800a3ef7,kiler_whale,4926,15,962,21,6
036e7a572f1863.jpg,1ee6685596a6,melon_headed_whale,1892,18,1689,7,6
036f7430d429dd.jpg,318e0e4a4953,melon_headed_whale,3021,18,1689,4,6
037121ec911179.jpg,8274ddd12a43,beluga,8000,0,7443,39,6
03763281905aba.jpg,20916df9f20d,false_killer_whale,2010,9,3326,40,6
03777b1d5cad84.jpg,3721912d310c,kiler_whale,3352,15,962,7,6
0379eb6f4467d5.jpg,1de4cee1f2cb,gray_whale,1830,13,1123,11,6
037a1289bc36e2.jpg,985e7d6a8052,beluga,9315,0,7443,39,6
037a32f079539f.jpg,b2440cf916cd,beluga,10898,0,7443,8,6
037b2337f3f985.jpg,37c7aba965a5,minke_whale,3398,19,1608,400,6
037e1709f5e246.jpg,6010b0e8ec86,beluga,5849,0,7443,2,6
037f422c682b09.jpg,0611c23e6914,bottlenose_dolphin,379,2,9664,38,6
